Identifier:,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,0729-6M-CLICK,,,,,,
Amp. Gain:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Low Pass:,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,
Stimulus:,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,
Stim. Freq.,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Stim. Dur.:,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,  102819,  0.61,   74256,  0.89,   28563,  0.34,  -32185, -0.19,   31978,  0.38,  -64163, -0.76,   13812,  0.08,   17718,  0.21,   -3906, -0.05,  -90515, -0.54,  -43646, -0.52,  -46869, -0.56,   34940,  0.21,   11899,  0.14,   23041,  0.27,   17756,  0.11,  -26232, -0.31,   43988,  0.52,  105505,  0.63,   64421,  0.77,   41084,  0.49,  -11162, -0.07,   18140,  0.22,  -29302, -0.35,   43346,  0.26,   69312,  0.83,  -25966, -0.31,  -29690, -0.18,  -30949, -0.37,    1259,  0.02,   30515,  0.18,   20180,  0.24,   10335,  0.12,  -53377, -0.32,  -52370, -0.62,   -1007, -0.01,  -21034, -0.13,   -2058, -0.02,  -18976, -0.23,   -4353, -0.03,  -29484, -0.35,   25131,  0.30,  -42932, -0.26,  -11079, -0.13,  -31853, -0.38,
   2,  109206,  0.65,   78355,  0.93,   30851,  0.37,  -40493, -0.24,   24166,  0.29,  -64659, -0.77,    7912,  0.05,   17257,  0.21,   -9345, -0.11,  -92588, -0.55,  -45810, -0.55,  -46778, -0.56,   39758,  0.24,   15274,  0.18,   24484,  0.29,   20114,  0.12,  -24616, -0.29,   44730,  0.53,  100487,  0.60,   59000,  0.70,   41487,  0.49,  -17194, -0.10,   13959,  0.17,  -31153, -0.37,   39044,  0.23,   65966,  0.79,  -26922, -0.32,  -28241, -0.17,  -34574, -0.41,    6333,  0.08,   34339,  0.20,   21106,  0.25,   13233,  0.16,  -58791, -0.35,  -57217, -0.68,   -1574, -0.02,  -21136, -0.13,    -941, -0.01,  -20195, -0.24,   -5403, -0.03,  -29202, -0.35,   23799,  0.28,  -46305, -0.28,   -8268, -0.10,  -38037, -0.45,
   3,  114407,  0.68,   79967,  0.95,   34440,  0.41,  -46270, -0.28,   19623,  0.23,  -65893, -0.79,    3376,  0.02,   15847,  0.19,  -12471, -0.15,  -91673, -0.55,  -46392, -0.55,  -45281, -0.54,   43700,  0.26,   19105,  0.23,   24595,  0.29,   22799,  0.14,  -23092, -0.28,   45891,  0.55,   92651,  0.55,   52986,  0.63,   39665,  0.47,  -23239, -0.14,   10938,  0.13,  -34177, -0.41,   34744,  0.21,   61357,  0.73,  -26613, -0.32,  -26590, -0.16,  -36726, -0.44,   10136,  0.12,   40319,  0.24,   23109,  0.28,   17210,  0.21,  -64583, -0.38,  -63245, -0.75,   -1338, -0.02,  -23210, -0.14,    -683, -0.01,  -22527, -0.27,   -7873, -0.05,  -29057, -0.35,   21184,  0.25,  -48222, -0.29,   -5096, -0.06,  -43126, -0.51,
   4,  117610,  0.70,   79253,  0.94,   38357,  0.46,  -49741, -0.30,   16964,  0.20,  -66705, -0.80,    -640, -0.00,   13610,  0.16,  -14250, -0.17,  -87148, -0.52,  -44961, -0.54,  -42187, -0.50,   46284,  0.28,   21559,  0.26,   24725,  0.29,   24816,  0.15,  -21204, -0.25,   46020,  0.55,   84185,  0.50,   48229,  0.57,   35956,  0.43,  -30071, -0.18,    8410,  0.10,  -38481, -0.46,   33359,  0.20,   57571,  0.69,  -24212, -0.29,  -23968, -0.14,  -36764, -0.44,   12796,  0.15,   46786,  0.28,   24996,  0.30,   21790,  0.26,  -69212, -0.41,  -69527, -0.83,     315,  0.00,  -24967, -0.15,   -1223, -0.01,  -23744, -0.28,  -10173, -0.06,  -27985, -0.33,   17812,  0.21,  -46473, -0.28,   -1829, -0.02,  -44644, -0.53,
   5,  120032,  0.72,   78568,  0.94,   41464,  0.49,  -50193, -0.30,   14950,  0.18,  -65143, -0.78,   -5439, -0.03,   11571,  0.14,  -17010, -0.20,  -83689, -0.50,  -43213, -0.52,  -40476, -0.48,   45865,  0.27,   21788,  0.26,   24077,  0.29,   27493,  0.16,  -17473, -0.21,   44966,  0.54,   77698,  0.46,   45186,  0.54,   32512,  0.39,  -37868, -0.23,    3647,  0.04,  -41515, -0.49,   34967,  0.21,   55660,  0.66,  -20693, -0.25,  -21484, -0.13,  -37021, -0.44,   15537,  0.19,   49849,  0.30,   24188,  0.29,   25661,  0.31,  -72719, -0.43,  -75279, -0.90,    2560,  0.03,  -24704, -0.15,   -2402, -0.03,  -22302, -0.27,   -6572, -0.04,  -22991, -0.27,   16419,  0.20,  -39979, -0.24,    2332,  0.03,  -42311, -0.50,
   6,  124321,  0.74,   80135,  0.96,   44186,  0.53,  -47393, -0.28,   14018,  0.17,  -61411, -0.73,  -11217, -0.07,   10361,  0.12,  -21578, -0.26,  -81510, -0.49,  -40648, -0.48,  -40862, -0.49,   46072,  0.27,   22372,  0.27,   23700,  0.28,   29341,  0.17,  -13057, -0.16,   42398,  0.51,   76037,  0.45,   43667,  0.52,   32370,  0.39,  -44567, -0.27,   -2397, -0.03,  -42170, -0.50,   37067,  0.22,   55876,  0.67,  -18809, -0.22,  -21189, -0.13,  -39078, -0.47,   17889,  0.21,   49785,  0.30,   20929,  0.25,   28856,  0.34,  -75321, -0.45,  -79010, -0.94,    3689,  0.04,  -23407, -0.14,   -4432, -0.05,  -18975, -0.23,     593,  0.00,  -16546, -0.20,   17139,  0.20,  -29752, -0.18,    8749,  0.10,  -38501, -0.46,
   7,  129132,  0.77,   82647,  0.99,   46485,  0.55,  -41295, -0.25,   13021,  0.16,  -54316, -0.65,  -15625, -0.09,    9947,  0.12,  -25572, -0.30,  -74388, -0.44,  -35010, -0.42,  -39378, -0.47,   45863,  0.27,   21403,  0.26,   24460,  0.29,   28864,  0.17,  -10622, -0.13,   39486,  0.47,   74488,  0.44,   41111,  0.49,   33377,  0.40,  -49818, -0.30,   -6757, -0.08,  -43061, -0.51,   37751,  0.23,   56561,  0.67,  -18810, -0.22,  -19958, -0.12,  -41412, -0.49,   21454,  0.26,   49055,  0.29,   17125,  0.20,   31930,  0.38,  -75835, -0.45,  -80416, -0.96,    4581,  0.05,  -23043, -0.14,   -6664, -0.08,  -16379, -0.20,    6527,  0.04,  -10709, -0.13,   17236,  0.21,  -20329, -0.12,   15550,  0.19,  -35879, -0.43,
   8,  127514,  0.76,   82055,  0.98,   45459,  0.54,  -33551, -0.20,   11872,  0.14,  -45423, -0.54,  -18666, -0.11,    8065,  0.10,  -26731, -0.32,  -64087, -0.38,  -28377, -0.34,  -35710, -0.43,   40786,  0.24,   18030,  0.21,   22756,  0.27,   24981,  0.15,  -10913, -0.13,   35894,  0.43,   72193,  0.43,   36937,  0.44,   35256,  0.42,  -55458, -0.33,   -9138, -0.11,  -46320, -0.55,   35016,  0.21,   55054,  0.66,  -20038, -0.24,  -16843, -0.10,  -43636, -0.52,   26793,  0.32,   50960,  0.30,   17074,  0.20,   33886,  0.40,  -74110, -0.44,  -79667, -0.95,    5557,  0.07,  -25538, -0.15,   -9248, -0.11,  -16290, -0.19,   11838,  0.07,   -5396, -0.06,   17234,  0.21,  -16233, -0.10,   19658,  0.23,  -35891, -0.43,
   9,  123439,  0.74,   80431,  0.96,   43008,  0.51,  -26156, -0.16,   10458,  0.12,  -36614, -0.44,  -18739, -0.11,    6866,  0.08,  -25605, -0.31,  -56143, -0.33,  -22742, -0.27,  -33401, -0.40,   34288,  0.20,   14774,  0.18,   19514,  0.23,   19887,  0.12,  -12226, -0.15,   32113,  0.38,   72826,  0.43,   32898,  0.39,   39928,  0.48,  -60266, -0.36,  -10336, -0.12,  -49930, -0.60,   31309,  0.19,   52992,  0.63,  -21683, -0.26,  -13352, -0.08,  -44796, -0.53,   31444,  0.37,   54765,  0.33,   19068,  0.23,   35697,  0.43,  -72248, -0.43,  -77087, -0.92,    4839,  0.06,  -28333, -0.17,  -11669, -0.14,  -16664, -0.20,   15316,  0.09,   -1021, -0.01,   16337,  0.19,  -18698, -0.11,   20672,  0.25,  -39370, -0.47,
  10,  121892,  0.73,   80239,  0.96,   41653,  0.50,  -20605, -0.12,    8871,  0.11,  -29476, -0.35,  -15134, -0.09,    7893,  0.09,  -23027, -0.27,  -51400, -0.31,  -17598, -0.21,  -33802, -0.40,   29212,  0.17,   12146,  0.14,   17066,  0.20,   16480,  0.10,  -12429, -0.15,   28909,  0.34,   74019,  0.44,   29616,  0.35,   44403,  0.53,  -63827, -0.38,  -11778, -0.14,  -52049, -0.62,   30399,  0.18,   54355,  0.65,  -23956, -0.29,  -10153, -0.06,  -45216, -0.54,   35063,  0.42,   57632,  0.34,   21078,  0.25,   36554,  0.44,  -74784, -0.45,  -75250, -0.90,     466,  0.01,  -29516, -0.18,  -13369, -0.16,  -16147, -0.19,   14610,  0.09,     448,  0.01,   14162,  0.17,  -24419, -0.15,   18610,  0.22,  -43029, -0.51,
  11,  122175,  0.73,   80443,  0.96,   41732,  0.50,  -16319, -0.10,    7153,  0.09,  -23472, -0.28,  -12002, -0.07,    7890,  0.09,  -19892, -0.24,  -46841, -0.28,  -11568, -0.14,  -35273, -0.42,   26493,  0.16,   10875,  0.13,   15618,  0.19,   13855,  0.08,  -12566, -0.15,   26421,  0.31,   71987,  0.43,   25994,  0.31,   45993,  0.55,  -67513, -0.40,  -13406, -0.16,  -54107, -0.65,   33199,  0.20,   59835,  0.71,  -26636, -0.32,   -7977, -0.05,  -46841, -0.56,   38864,  0.46,   58076,  0.35,   21983,  0.26,   36093,  0.43,  -80106, -0.48,  -74898, -0.89,   -5208, -0.06,  -29101, -0.17,  -13459, -0.16,  -15642, -0.19,    9159,  0.05,   -1746, -0.02,   10905,  0.13,  -29375, -0.18,   15631,  0.19,  -45006, -0.54,
  12,  122853,  0.73,   80161,  0.96,   42692,  0.51,  -12776, -0.08,    5171,  0.06,  -17947, -0.21,  -11946, -0.07,    5710,  0.07,  -17656, -0.21,  -41394, -0.25,   -4680, -0.06,  -36714, -0.44,   26226,  0.16,   12893,  0.15,   13333,  0.16,    9638,  0.06,  -15052, -0.18,   24690,  0.29,   70181,  0.42,   23187,  0.28,   46994,  0.56,  -71567, -0.43,  -14886, -0.18,  -56681, -0.68,   33711,  0.20,   63909,  0.76,  -30198, -0.36,   -6585, -0.04,  -48411, -0.58,   41826,  0.50,   57643,  0.34,   21639,  0.26,   36004,  0.43,  -85865, -0.51,  -75533, -0.90,  -10332, -0.12,  -27839, -0.17,  -12601, -0.15,  -15238, -0.18,    1748,  0.01,   -4898, -0.06,    6646,  0.08,  -34077, -0.20,   13679,  0.16,  -47756, -0.57,
  13,  120306,  0.72,   76945,  0.92,   43361,  0.52,   -9486, -0.06,    4053,  0.05,  -13539, -0.16,  -14654, -0.09,    3247,  0.04,  -17901, -0.21,  -35739, -0.21,    2390,  0.03,  -38129, -0.45,   26235,  0.16,   17346,  0.21,    8889,  0.11,    2850,  0.02,  -19810, -0.24,   22660,  0.27,   70824,  0.42,   22371,  0.27,   48453,  0.58,  -78362, -0.47,  -17857, -0.21,  -60505, -0.72,   31534,  0.19,   65884,  0.79,  -34350, -0.41,   -2847, -0.02,  -48532, -0.58,   45685,  0.54,   57356,  0.34,   21820,  0.26,   35536,  0.42,  -90610, -0.54,  -76736, -0.91,  -13874, -0.17,  -28638, -0.17,  -12861, -0.15,  -15777, -0.19,   -4164, -0.02,   -7174, -0.09,    3010,  0.04,  -37272, -0.22,   14391,  0.17,  -51663, -0.62,
  14,  117559,  0.70,   72059,  0.86,   45500,  0.54,   -4159, -0.02,    5300,  0.06,   -9459, -0.11,  -20299, -0.12,     -92, -0.00,  -20207, -0.24,  -31149, -0.19,    8359,  0.10,  -39508, -0.47,   25625,  0.15,   21003,  0.25,    4622,  0.06,   -4021, -0.02,  -23722, -0.28,   19701,  0.23,   70961,  0.42,   22021,  0.26,   48940,  0.58,  -83344, -0.50,  -21693, -0.26,  -61651, -0.73,   29630,  0.18,   67058,  0.80,  -37428, -0.45,    2165,  0.01,  -48739, -0.58,   50904,  0.61,   57036,  0.34,   23338,  0.28,   33698,  0.40,  -95102, -0.57,  -77582, -0.92,  -17520, -0.21,  -32322, -0.19,  -14624, -0.17,  -17698, -0.21,   -8965, -0.05,  -10190, -0.12,    1225,  0.01,  -36762, -0.22,   18612,  0.22,  -55374, -0.66,
  15,  116953,  0.70,   67990,  0.81,   48963,  0.58,    2528,  0.02,    7621,  0.09,   -5093, -0.06,  -25210, -0.15,   -3431, -0.04,  -21779, -0.26,  -29369, -0.18,   12948,  0.15,  -42317, -0.50,   23850,  0.14,   21618,  0.26,    2232,  0.03,   -9925, -0.06,  -26274, -0.31,   16349,  0.19,   70079,  0.42,   21174,  0.25,   48905,  0.58,  -82378, -0.49,  -23955, -0.29,  -58423, -0.70,   27115,  0.16,   67429,  0.80,  -40314, -0.48,    7531,  0.04,  -48591, -0.58,   56122,  0.67,   55113,  0.33,   24368,  0.29,   30745,  0.37,  -98521, -0.59,  -77050, -0.92,  -21471, -0.26,  -38455, -0.23,  -17451, -0.21,  -21004, -0.25,  -13403, -0.08,  -13582, -0.16,     179,  0.00,  -34599, -0.21,   23318,  0.28,  -57917, -0.69,
  16,  117052,  0.70,   65514,  0.78,   51538,  0.61,    6667,  0.04,    6498,  0.08,     169,  0.00,  -27306, -0.16,   -6558, -0.08,  -20748, -0.25,  -29529, -0.18,   14755,  0.18,  -44284, -0.53,   19421,  0.12,   18808,  0.22,     613,  0.01,  -16211, -0.10,  -28312, -0.34,   12101,  0.14,   69308,  0.41,   20736,  0.25,   48572,  0.58,  -79469, -0.47,  -25413, -0.30,  -54056, -0.64,   24664,  0.15,   67253,  0.80,  -42589, -0.51,   13348,  0.08,  -46474, -0.55,   59822,  0.71,   51088,  0.30,   24651,  0.29,   26437,  0.32,  -99955, -0.60,  -74193, -0.88,  -25762, -0.31,  -46647, -0.28,  -20156, -0.24,  -26491, -0.32,  -19113, -0.11,  -16641, -0.20,   -2472, -0.03,  -37015, -0.22,   23784,  0.28,  -60799, -0.72,
  17,  119088,  0.71,   64811,  0.77,   54277,  0.65,    6207,  0.04,    2024,  0.02,    4183,  0.05,  -27577, -0.16,   -8794, -0.10,  -18783, -0.22,  -31646, -0.19,   13573,  0.16,  -45219, -0.54,   16193,  0.10,   15896,  0.19,     297,  0.00,  -23822, -0.14,  -30743, -0.37,    6921,  0.08,   67821,  0.40,   20756,  0.25,   47065,  0.56,  -79315, -0.47,  -27395, -0.33,  -51920, -0.62,   24886,  0.15,   67545,  0.81,  -42659, -0.51,   17197,  0.10,  -44116, -0.53,   61313,  0.73,   46236,  0.28,   23861,  0.28,   22375,  0.27,  -99749, -0.59,  -70124, -0.84,  -29625, -0.35,  -53851, -0.32,  -21335, -0.25,  -32516, -0.39,  -25802, -0.15,  -19157, -0.23,   -6645, -0.08,  -39091, -0.23,   22320,  0.27,  -61411, -0.73,
  18,  121705,  0.73,   63962,  0.76,   57743,  0.69,    5041,  0.03,   -1675, -0.02,    6716,  0.08,  -26383, -0.16,   -9257, -0.11,  -17126, -0.20,  -33405, -0.20,   12561,  0.15,  -45966, -0.55,   15335,  0.09,   14508,  0.17,     827,  0.01,  -30545, -0.18,  -33069, -0.39,    2524,  0.03,   64978,  0.39,   18981,  0.23,   45997,  0.55,  -81205, -0.48,  -29455, -0.35,  -51750, -0.62,   27688,  0.17,   69267,  0.83,  -41579, -0.50,   20043,  0.12,  -41628, -0.50,   61671,  0.74,   40778,  0.24,   21449,  0.26,   19329,  0.23,  -97350, -0.58,  -66089, -0.79,  -31261, -0.37,  -56977, -0.34,  -20272, -0.24,  -36705, -0.44,  -32380, -0.19,  -21353, -0.25,  -11027, -0.13,  -38241, -0.23,   21751,  0.26,  -59992, -0.72,
  19,  124621,  0.74,   63669,  0.76,   60952,  0.73,    5872,  0.04,   -5271, -0.06,   11143,  0.13,  -23336, -0.14,   -8959, -0.11,  -14377, -0.17,  -35669, -0.21,   13197,  0.16,  -48866, -0.58,   16237,  0.10,   14828,  0.18,    1409,  0.02,  -33135, -0.20,  -33901, -0.40,     766,  0.01,   62350,  0.37,   16337,  0.19,   46013,  0.55,  -82059, -0.49,  -29842, -0.36,  -52217, -0.62,   30173,  0.18,   71030,  0.85,  -40857, -0.49,   24683,  0.15,  -37510, -0.45,   62193,  0.74,   35020,  0.21,   17216,  0.21,   17804,  0.21,  -92949, -0.55,  -60048, -0.72,  -32901, -0.39,  -59907, -0.36,  -19379, -0.23,  -40528, -0.48,  -38967, -0.23,  -23935, -0.29,  -15032, -0.18,  -37026, -0.22,   21009,  0.25,  -58035, -0.69,
  20,  127752,  0.76,   64841,  0.77,   62911,  0.75,    8715,  0.05,   -9448, -0.11,   18163,  0.22,  -18771, -0.11,   -7465, -0.09,  -11306, -0.13,  -40255, -0.24,   14232,  0.17,  -54487, -0.65,   18965,  0.11,   16620,  0.20,    2345,  0.03,  -32012, -0.19,  -32607, -0.39,     595,  0.01,   59676,  0.36,   14274,  0.17,   45402,  0.54,  -83346, -0.50,  -31032, -0.37,  -52314, -0.62,   30584,  0.18,   71950,  0.86,  -41366, -0.49,   31890,  0.19,  -31520, -0.38,   63410,  0.76,   29773,  0.18,   13591,  0.16,   16182,  0.19,  -89103, -0.53,  -51672, -0.62,  -37431, -0.45,  -64726, -0.39,  -19241, -0.23,  -45485, -0.54,  -46419, -0.28,  -27158, -0.32,  -19261, -0.23,  -38960, -0.23,   18782,  0.22,  -57742, -0.69,
  21,  129733,  0.77,   66133,  0.79,   63600,  0.76,   12372,  0.07,  -12278, -0.15,   24650,  0.29,  -13914, -0.08,   -5727, -0.07,   -8187, -0.10,  -42908, -0.26,   15879,  0.19,  -58787, -0.70,   20166,  0.12,   16931,  0.20,    3235,  0.04,  -28304, -0.17,  -29412, -0.35,    1108,  0.01,   56508,  0.34,   11113,  0.13,   45395,  0.54,  -84222, -0.50,  -33950, -0.40,  -50272, -0.60,   31026,  0.18,   71819,  0.86,  -40793, -0.49,   41056,  0.24,  -26485, -0.32,   67541,  0.81,   23871,  0.14,   11194,  0.13,   12677,  0.15,  -85905, -0.51,  -43172, -0.51,  -42733, -0.51,  -70961, -0.42,  -20510, -0.24,  -50451, -0.60,  -54225, -0.32,  -30015, -0.36,  -24210, -0.29,  -45001, -0.27,   14894,  0.18,  -59895, -0.71,
  22,  126614,  0.75,   64496,  0.77,   62118,  0.74,   16438,  0.10,  -13504, -0.16,   29942,  0.36,  -10679, -0.06,   -5301, -0.06,   -5378, -0.06,  -39941, -0.24,   19366,  0.23,  -59307, -0.71,   19579,  0.12,   15725,  0.19,    3854,  0.05,  -22544, -0.13,  -25471, -0.30,    2927,  0.03,   50386,  0.30,    7259,  0.09,   43127,  0.51,  -81311, -0.48,  -34695, -0.41,  -46616, -0.56,   32536,  0.19,   70867,  0.84,  -38331, -0.46,   49185,  0.29,  -23181, -0.28,   72366,  0.86,   17437,  0.10,    8932,  0.11,    8505,  0.10,  -83578, -0.50,  -37354, -0.45,  -46224, -0.55,  -77514, -0.46,  -23344, -0.28,  -54170, -0.65,  -60059, -0.36,  -30567, -0.36,  -29492, -0.35,  -47499, -0.28,   12168,  0.15,  -59667, -0.71,
  23,  122025,  0.73,   61454,  0.73,   60571,  0.72,   22072,  0.13,  -12908, -0.15,   34980,  0.42,   -9480, -0.06,   -4531, -0.05,   -4949, -0.06,  -35520, -0.21,   21075,  0.25,  -56595, -0.67,   19552,  0.12,   13442,  0.16,    6110,  0.07,  -17815, -0.11,  -23547, -0.28,    5732,  0.07,   41734,  0.25,    4775,  0.06,   36959,  0.44,  -77495, -0.46,  -34748, -0.41,  -42747, -0.51,   32220,  0.19,   69670,  0.83,  -37450, -0.45,   52919,  0.32,  -20282, -0.24,   73201,  0.87,   10915,  0.07,    5792,  0.07,    5123,  0.06,  -78952, -0.47,  -32085, -0.38,  -46867, -0.56,  -83869, -0.50,  -24768, -0.30,  -59101, -0.70,  -63411, -0.38,  -28225, -0.34,  -35186, -0.42,  -44051, -0.26,   12201,  0.15,  -56252, -0.67,
